feature,importance
Morgan_1011,6.724885193984827e-05
Morgan_1758,6.714731012083881e-05
Morgan_1629,6.701833464319053e-05
Morgan_1592,6.694783057969439e-05
Morgan_1946,6.692760589119443e-05
Morgan_331,6.668061656042253e-05
Morgan_31,6.627925430171904e-05
Morgan_818,6.58986212934544e-05
Morgan_1115,6.568424163128489e-05
Morgan_485,6.564895444626999e-05
Morgan_528,6.533468164825708e-05
Morgan_771,6.52183738371355e-05
Morgan_1634,6.516759136032717e-05
Morgan_942,6.499592044757457e-05
Morgan_208,6.47836379297383e-05
Morgan_594,6.476172235703229e-05
Morgan_1899,6.445968724735005e-05
Morgan_1540,6.444228302542619e-05
Morgan_318,6.39573781576031e-05
Morgan_1100,6.385725888801412e-05
Morgan_726,6.359680912931073e-05
Morgan_1972,6.352865126562417e-05
Morgan_1809,6.305912139321484e-05
Morgan_1082,6.285679437221775e-05
Morgan_1531,6.262068817967325e-05
Morgan_1867,6.227894001482174e-05
Morgan_109,6.213708972907139e-05
Morgan_1636,6.192883418347691e-05
Morgan_87,6.11818272360028e-05
Morgan_979,6.095580098563246e-05
Morgan_405,6.052760343508394e-05
Morgan_776,6.049399761720011e-05
Morgan_1212,6.045878906770364e-05
Morgan_2045,6.027049133420555e-05
Morgan_1121,6.0095680391994725e-05
Morgan_1475,5.942675872991144e-05
Morgan_273,5.9304448739767235e-05
Morgan_1665,5.924256569811636e-05
Morgan_661,5.9218856478863215e-05
Morgan_246,5.906800858745654e-05
Morgan_762,5.8998458286209254e-05
Morgan_194,5.887524872476986e-05
Morgan_110,5.8639326461281516e-05
Morgan_1318,5.847977806968519e-05
Morgan_454,5.8387757411828164e-05
Morgan_1792,5.826483231026254e-05
Morgan_1624,5.805350984956801e-05
Morgan_949,5.804026444179676e-05
Morgan_1655,5.802736127738129e-05
Morgan_490,5.789098644638335e-05
Morgan_820,5.786894322505341e-05
Morgan_287,5.77891321214884e-05
Morgan_1110,5.7567492876223145e-05
Morgan_1305,5.7483051745627773e-05
Morgan_1040,5.7011517997033146e-05
Morgan_364,5.690491920046395e-05
Morgan_2023,5.685403461472316e-05
Morgan_1705,5.648090106333461e-05
Morgan_1842,5.64626694317083e-05
Morgan_740,5.643607497366474e-05
Morgan_775,5.6302098206332685e-05
Morgan_1013,5.611713304639559e-05
Morgan_1157,5.572646691434903e-05
Morgan_1519,5.5713251656373786e-05
Morgan_164,5.562721660335844e-05
Morgan_1294,5.5562720209809875e-05
Morgan_847,5.54429280142407e-05
Morgan_158,5.525723241004567e-05
Morgan_959,5.4958568899736366e-05
Morgan_714,5.4548647801342076e-05
Morgan_230,5.4315110694890074e-05
Morgan_1649,5.425913531960242e-05
Morgan_1230,5.424541015703506e-05
Morgan_1211,5.422619862468232e-05
Morgan_1679,5.406214669850022e-05
Morgan_872,5.400156657019927e-05
Morgan_167,5.385516728345297e-05
Morgan_1734,5.359543238036365e-05
Morgan_1503,5.343850735818747e-05
